Nombre;Tipo;Valoración;Localización;Ciudad;Distancia;Cercanías;Descripción
NH Paseo de la Habana;Hotel;4 de 5;Chamartín;Madrid;a 4,7 km del centro;;El NH Paseo de la Habana es un hotel moderno situado a 300 metros del estadio Santiago Bernabéu y a menos de 10 minutos a pie del Paseo de la Castellana y del Palacio de Congresos de Madrid.
Mayerling Hotel;Hotel;1 de 5;Centro de Madrid;Madrid;a 350 m del centro;;Este hotel elegante goza de una ubicación excepcional en el centro de Madrid, a 500 metros de la puerta del Sol y de la plaza Mayor. La estación de metro de Tirso de Molina está a 2 minutos a pie.
Exe Moncloa;Hotel;4 de 5;Chamberí;Madrid;a 2,2 km del centro;;El Hotel Exe Moncloa se encuentra junto al Intercambiador de Moncloa y ofrece piscina al aire libre pequeña, gimnasio con sauna y terraza en la azotea con vistas panorámicas.
NH Madrid Lagasca;Hotel;4 de 5;Salamanca;Madrid;a 2 km del centro;;El NH Madrid Lagasca está a 800 metros de la estación de tren de Recoletos, en el madrileño barrio de Salamanca. Se encuentra cerca del Parque del Retiro y de la Puerta de Alcalá.
Catalonia El Retiro;Hotel;4 de 5;Retiro;Madrid;a 3,4 km del centro;;Este hotel elegante y moderno se encuentra en el sur de Madrid, cerca de la estación de autobuses de Méndez Álvaro. Ofrece un desayuno buffet variado y WiFi gratuita.
Suites Barrio de Salamanca;Hotel;4 de 5;Salamanca;Madrid;a 2,6 km del centro;;El Suites Barrio de Salamanca está situado en una de las zonas comerciales principales de Madrid, a 5 minutos a pie del Museo Lázaro Galdiano.
Madrid Marriott Auditorium Hotel & Conference Center;Hotel;4 de 5;San Blas;Madrid;a 12,8 km del centro;;El Madrid Marriott Auditorium Hotel & Conference Center forma parte del Centro de Conferencias Príncipe Felipe y está situado a unos 10 minutos en coche del recinto ferial IFEMA y del aeropuerto de...
Sercotel Alcalá 611;Hotel;4 de 5;San Blas;Madrid;a 8,6 km del centro;;El Hotel Sercotel Alcalá 611 está a 2 km del centro de exposiciones IFEMA y a 5 minutos a pie de la estación de metro de Canillejas. Ofrece piscina de temporada al aire libre, terraza y jardín.
Eco Alcalá Suites;Hotel;4 de 5;San Blas;Madrid;a 6,5 km del centro;;Estas suites de diseño incluyen WiFi gratuita y TV de pantalla plana.
Petit Palace Alcalá;Hotel;4 de 5;Centro de Madrid;Madrid;a 400 m del centro;;El Petit Palace Alcala está ubicado en un rascacielos de la década de 1930, uno de los edificios más emblemáticos de Madrid, a solo 250 metros de la Puerta del Sol.
Smartr Atocha Reina Sofia;Hotel;4 de 5;Arganzuela;Madrid;a 1,7 km del centro;;Smartr Atocha Reina Sofia está en Madrid y dispone de vistas a la ciudad y wifi gratis a 6 min a pie de Estación de tren de Atocha y a 700 metros de Museo Reina Sofía.
Gran View Apartments;Hotel;4 de 5;Centro de Madrid;Madrid;a 0,5 km del centro;;Gran View Apartments está en Madrid, a 2 min a pie de Gran Vía y a 400 metros del centro, y ofrece alojamiento con aire acondicionado, wifi gratis y piscina de temporada al aire libre.
Bob W Chueca;Hotel;3 de 5;Centro de Madrid;Madrid;a 0,8 km del centro;;Bob W Chueca está en el centro de Madrid, a 5 min a pie de Estación de metro Gran Vía y a 1,2 km de Museo Thyssen-Bornemisza, y ofrece alojamiento con wifi gratis y zona de estar.
Feelathome Castilla Apartments;Hotel;4 de 5;Tetuán;Madrid;a 5,2 km del centro;;Feelathome Castilla Apartments se encuentra en Madrid y ofrece vistas a la ciudad y wifi gratis a 19 min a pie de Estadio Santiago Bernabéu y a 1,8 km de Estación de Chamartín - Clara Campoamor.
NH Collection Madrid Abascal;Hotel;4 de 5;Chamberí;Madrid;a 2,5 km del centro;;El NH Collection Madrid Abascal ocupa una antigua embajada en el centro de Madrid, junto al paseo de la Castellana. Ofrece WiFi gratuita, gimnasio gratuito y una bonita terraza.
The Social Hub Madrid;Hotel;0 de 5;Moncloa - Aravaca;Madrid;a 1,2 km del centro;;The Social Hub Madrid se encuentra en Madrid, a 7 min a pie de Estación de metro Plaza de España, y ofrece alojamiento con piscina de temporada al aire libre, parking privado, centro de fitness y...
Hotel BESTPRICE Alcalá;Hotel;1 de 5;San Blas;Madrid;a 7,1 km del centro;a 7,1 km del centro;El Hotel BESTPRICE Alcalá se encuentra en Madrid, a 3,6 km del recinto ferial IFEMA, y ofrece alojamiento con terraza y aparcamiento privado.
Lemon Apartment & Hotels Bernabeu;Hotel;4 de 5;Tetuán;Madrid;a 5,1 km del centro;;Lemon Apartment & Hotels Bernabeu está en Madrid, a 18 min a pie de Estadio Santiago Bernabéu y a 1,9 km de Estación de Chamartín - Clara Campoamor.
One Shot Recoletos;Hotel;4 de 5;Salamanca;Madrid;a 1,1 km del centro;;El One Shot Recoletos, que se encuentra en el exclusivo barrio de Salamanca, a tan solo 200 metros del Parque del Retiro y de la Cibeles, ofrece habitaciones elegantes con TV de pantalla plana de 46...
Petit Palace Preciados;Hotel;3 de 5;Centro de Madrid;Madrid;a 200 m del centro;;El Petit Palace Preciados se encuentra a 250 metros de la famosa avenida Gran Vía. Las habitaciones incluyen TV de pantalla plana y WiFi gratuita.
Petit Palace Plaza España;Hotel;4 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;;Este hotel está situado en un edificio histórico, justo al lado de la céntrica Gran Vía de Madrid. Todas las habitaciones del hotel son elegantes y tienen WiFi gratuita.
NH Madrid Principe de Vergara;Hotel;4 de 5;Salamanca;Madrid;a 3 km del centro;;Este hotel de diseño está situado en el elegante barrio de Salamanca de Madrid, a 200 metros de la estación de metro Avenida de América.
Titanic Dreams;Hotel;3 de 5;Ciudad Lineal;Madrid;a 5,5 km del centro;a 5,5 km del centro;Gestionado por un particular
Menoir Dorsett Madrid Usera;Hotel;3 de 5;Usera;Madrid;a 3,5 km del centro;a 3,5 km del centro;Menoir Dorsett Madrid Usera, que está a 4 km de Estación de tren de Atocha y a 4,2 km de Museo Reina Sofía, ofrece habitaciones con aire acondicionado y baño privado en Madrid.
Espahotel Gran Vía;Hotel;3 de 5;Centro de Madrid;Madrid;a 0,9 km del centro;;El Espahotel Gran Vía Madrid está junto a la Plaza España y a 800 metros de la Puerta del Sol de Madrid. Ofrece apartamentos estudio con conexión Wi-Fi y TV vía satélite.
Ilunion Atrium;Hotel;4 de 5;Ciudad Lineal;Madrid;a 5,4 km del centro;;El Ilunion Atrium está situado a 10 minutos en coche del aeropuerto de Barajas y del centro de convenciones IFEMA. Cuenta con piscina de temporada al aire libre, gimnasio y una zona con wifi gratuita....
Ilunion Suites Madrid;Hotel;4 de 5;Chamartín;Madrid;a 4,5 km del centro;;El Ilunion Suites Madrid se encuentra en el barrio de Chamartín, en Madrid. Está junto a la autopista M-30, que comunica con el aeropuerto de Barajas y con el centro de convenciones IFEMA.
Novotel Madrid City Las Ventas;Hotel;4 de 5;Ciudad Lineal;Madrid;a 4,7 km del centro;;Este hotel moderno está muy bien comunicado con el centro de la ciudad y el aeropuerto de Madrid-Barajas. Cuenta con piscina al aire libre.
ARTIEM Madrid;Hotel;4 de 5;Ciudad Lineal;Madrid;a 5,5 km del centro;;El ARTIEM Madrid está situado en la zona comercial del centro de Madrid, a 15 minutos en coche del aeropuerto de Madrid-Barajas. Se ofrece conexión WiFi gratuita.
Catalonia Puerta del Sol;Hotel;4 de 5;Centro de Madrid;Madrid;a 300 m del centro;;El Catalonia Puerta del Sol ocupa un edificio imponente del siglo XVIII situado en el centro histórico de Madrid, a solo unos minutos de la Puerta del Sol.
Petit Palace Posada del Peine;Hotel;4 de 5;Centro de Madrid;Madrid;a 250 m del centro;;El Petit Palace Posada del Peine está ubicado en un edificio histórico del siglo XVII y es el hotel más antiguo de España. Ofrece WiFi gratis en todas las instalaciones.
Abalú Design Boutique Hotel Gran Via;Hotel;3 de 5;Centro de Madrid;Madrid;a 0,8 km del centro;;El Abalú Luxury & Design Boutique Hotel se encuentra en el centro de Madrid, a 400 metros de la Gran Vía.
Petit Palace Cliper-Gran Vía;Hotel;3 de 5;Centro de Madrid;Madrid;a 350 m del centro;;Petit Palace Cliper está situado entre la famosa Gran Vía de Madrid y la Puerta del Sol. Ofrece un desayuno buffet diario y habitaciones con conexión WiFi gratuita y TV de pantalla plana.
Akeah Hotel Gran Vía;Hotel;3 de 5;Centro de Madrid;Madrid;a 1 km del centro;;Akeah Hotel Gran Vía es un alojamiento con una ubicación excelente en el centro de Madrid que ofrece habitaciones con aire acondicionado, piscina al aire libre, wifi gratis y terraza.
Apartamentos Noviembre;Hotel;3 de 5;San Blas;Madrid;a 11,7 km del centro;;Apartamentos Noviembre está en Madrid, a 6,2 km de IFEMA y a 13 km de Museo Thyssen-Bornemisza, y ofrece alojamiento con wifi gratis, aire acondicionado, jardín y terraza.
Boutique Urban Madrid Serrano;Hotel;3 de 5;Salamanca;Madrid;a 2,6 km del centro;;Estos apartamentos y estudios son amplios, independientes y funcionales, y se encuentran en la prestigiosa calle Serrano, en la zona comercial del centro de Madrid.
Hotel Madrid Río;Hotel;2 de 5;Usera;Madrid;a 3,1 km del centro;a 3,1 km del centro;El Madrid Río es el hotel más cercano al centro de tenis Caja Mágica, ubicado junto al río Manzanares.
Madrid Suites Moncloa-Aravaca, SOLO CHECK IN ON LINE;Hotel;4 de 5;Moncloa - Aravaca;Madrid;a 7,8 km del centro;;Madrid Suites Moncloa-Aravaca, SOLO CHECK IN ON LINE se encuentra en Madrid, a 6,8 km de Templo de Debod, y ofrece alojamiento con jardín, parking privado gratis y terraza.
Eurostars Plaza Mayor;Hotel;4 de 5;Centro de Madrid;Madrid;a 400 m del centro;;El Eurostars Plaza Mayor goza de una ubicación céntrica, a 150 metros de la estación de metro Tirso de Molina y a 5 minutos a pie de la plaza Mayor.
Ibis Styles Madrid Centro Maravillas;Hotel;2 de 5;Centro de Madrid;Madrid;a 1,3 km del centro;;El Ibis Styles Madrid Centro Maravillas está ubicado en el famoso barrio madrileño de Malasaña, a 250 metros de la plaza del Dos de Mayo y a 5 minutos en coche del distrito financiero de Colón.
Porcel Torre Garden;Hotel;3 de 5;Ciudad Lineal;Madrid;a 6,6 km del centro;;El Hotel Porcel Torre Garden ofrece alojamiento moderno en habitaciones amplias con conexión wifi gratuita. Se encuentra a solo 5 km del centro de Madrid y a 10 minutos en coche del aeropuerto.
Hotel Puerta de Toledo;Hotel;3 de 5;Arganzuela;Madrid;a 1,4 km del centro;;Este elegante hotel se halla junto al centro histórico, en Puerta de Toledo, y ofrece un excelente desayuno buffet y un bar salón. El Hotel Puerta de Toledo sirve un abundante desayuno buffet.
Eurostars Monte Real;Hotel;4 de 5;Fuencarral - El Pardo;Madrid;a 7,3 km del centro;;Este hotel está ubicado en el elegante barrio madrileño de Puerta de Hierro, a 10 minutos en coche de la plaza de Cuzco y del Paseo de la Castellana. Cuenta con restaurante y centro de fitness.
Hotel Madrid Centro, Affiliated by Meliá;Hotel;3 de 5;Centro de Madrid;Madrid;a 0,9 km del centro;;El Hotel Madrid Centro, affiliated by Meliá está muy bien ubicado en la zona comercial del centro de Madrid, a solo 100 metros de la estación de metro Plaza España.
Espahotel Plaza de España;Hotel;3 de 5;Centro de Madrid;Madrid;a 1 km del centro;;El Espahotel Plaza de España goza de vistas a la famosa Plaza de España de Madrid y se encuentra a 5 minutos a pie del Palacio Real. Está muy bien comunicado con el resto de Madrid.
Riu Plaza España;Hotel;4 de 5;Centro de Madrid;Madrid;a 1 km del centro;;El establecimiento Riu Plaza España está muy bien situado en el centro de Madrid y ofrece habitaciones con aire acondicionado, un restaurante, WiFi gratuita y un bar.
Hotel Don Luis;Hotel;3 de 5;Barajas;Madrid;a 12,3 km del centro;;El Hotel Don Luis de Madrid está a 5 minutos en coche del aeropuerto de Barajas y a solo 3 km del centro de convenciones IFEMA. Hay WiFi gratuita en la zona de la recepción.
Exe Suites 33;Hotel;3 de 5;Centro de Madrid;Madrid;a 0,9 km del centro;;El Exe Suites 33 está situado en un edificio del siglo XIX del centro de Madrid, a 100 metros de la plaza de España y de la estación de metro del mismo nombre.
Catalonia Plaza Mayor;Hotel;4 de 5;Centro de Madrid;Madrid;a 450 m del centro;;El elegante Catalonia Plaza Mayor, que se encuentra en el centro de Madrid, está a 600 m de la plaza Mayor y a 10 minutos a pie de los museos del Prado y Thyssen-Bornemisza.
AC Hotel Atocha by Marriott;Hotel;4 de 5;Arganzuela;Madrid;a 1,8 km del centro;;Este hotel está situado en el centro de Madrid, a solo 200 metros de la estación de Puerta de Atocha. Dispone de una sala de fitness con agua mineral gratuita.
NH Collection Madrid Colón;Hotel;4 de 5;Salamanca;Madrid;a 1,6 km del centro;;El NH Collection Madrid Colón se encuentra en la plaza Colón de Madrid, a 400 metros de la estación de tren de Recoletos.
Eurostars Madrid Tower;Hotel;5 de 5;Fuencarral - El Pardo;Madrid;a 7 km del centro;;Este hotel sofisticado con spa y gimnasio está situado en la torre SyV, de 235 metros de altura. Todas las habitaciones tienen unas vistas magníficas de Madrid, WiFi gratis y TV de pantalla plana.
Hotel Mirador de Chamartín;Hotel;4 de 5;Ciudad Lineal;Madrid;a 7,8 km del centro;;El elegante Hotel Mirador de Chamartín está situado en el barrio del Pinar de Chamartin, en Madrid, y alberga restaurante, conexión wifi gratuita y piscina al aire libre de temporada.
Catalonia Gran Vía Madrid;Hotel;4 de 5;Centro de Madrid;Madrid;a 500 m del centro;;El Catalonia Gran Vía Madrid tiene terraza con piscina y vistas a la Gran Vía. Hay WiFi gratuita y gimnasio pequeño. Se halla en el centro de Madrid, entre la Puerta del Sol y la plaza de Cibeles.
Aparthotel Encasa;Hotel;3 de 5;Vicálvaro;Madrid;a 9,6 km del centro;a 9,6 km del centro;El Aparthotel Encasa se encuentra cerca del centro de congresos IFEMA de Madrid y del parque temático Faunia. Ofrece habitaciones elegantes con balcón privado y WiFi gratis.
Exe Madrid Norte;Hotel;4 de 5;Hortaleza;Madrid;a 8,9 km del centro;;El Exe Madrid Norte se encuentra a 15 minutos en coche de Madrid y está bien comunicado con las autopistas M30 y M40. Ofrece WiFi gratuita, jardines y piscina al aire libre abierta en temporada.
One Shot Prado;Hotel;3 de 5;Centro de Madrid;Madrid;a 500 m del centro;;El One Shot Prado goza de una ubicación céntrica y ofrece habitaciones de diseño con TV y wifi gratuita.
Hotel Mediodia;Hotel;2 de 5;Centro de Madrid;Madrid;a 1,3 km del centro;;El Hotel Mediodía, situado en Madrid, a 100 metros de la estación de Atocha y del Museo Reina Sofía, ofrece servicio de recepción las 24 horas y habitaciones con aire acondicionado, TV y conexión...
H10 Puerta de Alcalá;Hotel;4 de 5;Salamanca;Madrid;a 2 km del centro;;El H10 Puerta de Alcalá se encuentra a unos 100 metros del parque del Retiro de Madrid y la estación de metro Príncipe de Vergara.
AC Hotel Carlton Madrid by Marriott;Hotel;4 de 5;Arganzuela;Madrid;a 1,5 km del centro;;Este hotel goza de una ubicación estratégica, a tan solo 300 metros de la estación de metro y tren AVE de Atocha y de la Galería de Arte Reina Sofía de Madrid.
Boutique Urban Madrid Génova;Hotel;3 de 5;Chamberí;Madrid;a 1,5 km del centro;;Este establecimiento está situado en el barrio madrileño de Alonso Martínez, cerca de los barrios populares de Chamberí y Chueca, y ofrece estudios compactos ideales para aquellos que busquen...
Hospedium Hotel Los Condes;Hotel;3 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;;Este hotel está ubicado en una calle tranquila, justo al lado de la Gran Vía de Madrid y a solo 200 metros de las estaciones de metro Callao y Plaza de España.
Acta Pirámides;Hotel;3 de 5;Arganzuela;Madrid;a 1,7 km del centro;;El moderno Acta Pirámides combina un alojamiento cómodo con excelentes conexiones de transporte.
Apartosuites Jardines de Sabatini;Hotel;4 de 5;Moncloa - Aravaca;Madrid;a 1,1 km del centro;;Estas suites de diseño están situadas frente al palacio real de Madrid y cuentan con conexión Wi-Fi gratuita, TV de pantalla plana vía satélite y zona de cocina bien equipada.
VP SOGNIO Metropolitano;Hotel;4 de 5;Tetuán;Madrid;a 3,4 km del centro;a 3,4 km del centro;El VP SOGNIO Metropolitano redefine el concepto de lujo a través de su filosofía de lujo de bienvenida, la versión elevada del sentimiento en casa, fuera de casa.
Barceló Imagine;Hotel;5 de 5;Chamartín;Madrid;a 6,2 km del centro;;El Barceló Imagine, situado a 600 metros de la plaza Castilla, presenta un estilo vanguardista y alberga una terraza en la azotea con piscina al aire libre y jardín.
NeoMagna Madrid;Hotel;3 de 5;Salamanca;Madrid;a 3 km del centro;;El NeoMagna se encuentra en el centro de Madrid, en el barrio de Salamanca, y ofrece un restaurante y un centro de fitness gratuito abierto las 24 horas. Hay WiFi de alta velocidad gratuita.
Petit Palace Plaza Mayor;Hotel;4 de 5;Centro de Madrid;Madrid;a 500 m del centro;;Este hotel está ubicado junto a la Plaza Mayor de Madrid, a 5 minutos a pie del Palacio Real y de la Puerta del Sol. Ofrece habitaciones elegantes con WiFi gratuita y ducha de hidromasaje.
Radisson RED Madrid;Hotel;4 de 5;Centro de Madrid;Madrid;a 1,1 km del centro;;El Hotel Radisson RED Madrid, situado en el Triángulo del Arte de Madrid, está a solo 300 metros de la estación AVE de Atocha.
Vincci Soho;Hotel;4 de 5;Centro de Madrid;Madrid;a 450 m del centro;;El Vincci Soho está ubicado en el centro histórico de Madrid, a solo 200 metros del Museo Thyssen-Bornemisza. Este hotel de diseño moderno ofrece habitaciones con TV de pantalla plana y WiFi básica.
